# X, fit_data
5.820000000000000000e+02,1.045780134671077235e+02
5.830000000000000000e+02,1.045774220240705148e+02
5.840000000000000000e+02,1.045768253171501954e+02
5.850000000000000000e+02,1.045762233463467510e+02
5.860000000000000000e+02,1.045756161116601817e+02
5.870000000000000000e+02,1.045750036130905016e+02
5.880000000000000000e+02,1.045743858506376966e+02
5.890000000000000000e+02,1.045737628243017809e+02
5.900000000000000000e+02,1.045731345340827403e+02
5.910000000000000000e+02,1.045725009799805889e+02
5.920000000000000000e+02,1.045718621619952984e+02
5.930000000000000000e+02,1.045712180801269113e+02
5.940000000000000000e+02,1.045705687343753993e+02
5.950000000000000000e+02,1.045699141247407624e+02
5.960000000000000000e+02,1.045692542512230148e+02
5.970000000000000000e+02,1.045685891138221422e+02
5.980000000000000000e+02,1.045679187125381446e+02
5.990000000000000000e+02,1.045672430473710364e+02
6.000000000000000000e+02,1.045665621183208032e+02
6.010000000000000000e+02,1.045658759253874592e+02
6.020000000000000000e+02,1.045651844685709904e+02
6.030000000000000000e+02,1.045644877478714108e+02
6.040000000000000000e+02,1.045637857632887062e+02
6.050000000000000000e+02,1.045630785148228910e+02
6.060000000000000000e+02,1.045623660024739365e+02
6.070000000000000000e+02,1.045616482262418856e+02
6.080000000000000000e+02,1.045609251861267097e+02
6.090000000000000000e+02,1.045601968821284089e+02
6.100000000000000000e+02,1.045594633142469831e+02
6.110000000000000000e+02,1.045587244824824609e+02
6.120000000000000000e+02,1.045579803868347994e+02
6.130000000000000000e+02,1.045572310273040273e+02
6.140000000000000000e+02,1.045564764038901302e+02
6.150000000000000000e+02,1.045557165165931224e+02
6.160000000000000000e+02,1.045549513654129896e+02
6.170000000000000000e+02,1.045541809503497461e+02
6.180000000000000000e+02,1.045534052714033777e+02
6.190000000000000000e+02,1.045526243285738843e+02
6.200000000000000000e+02,1.045518381218612802e+02
6.210000000000000000e+02,1.045510466512655654e+02
6.220000000000000000e+02,1.045502499167867114e+02
6.230000000000000000e+02,1.045494479184247609e+02
6.240000000000000000e+02,1.045486406561796713e+02
6.250000000000000000e+02,1.045478281300514709e+02
6.260000000000000000e+02,1.045470103400401598e+02
6.270000000000000000e+02,1.045461872861457238e+02
6.280000000000000000e+02,1.045453589683681628e+02
6.290000000000000000e+02,1.045445253867074911e+02
6.300000000000000000e+02,1.045436865411636944e+02
6.310000000000000000e+02,1.045428424317367870e+02
6.320000000000000000e+02,1.045419930584267547e+02
6.330000000000000000e+02,1.045411384212335975e+02
6.340000000000000000e+02,1.045402785201573295e+02
6.350000000000000000e+02,1.045394133551979365e+02
6.360000000000000000e+02,1.045385429263554329e+02
6.370000000000000000e+02,1.045376672336298043e+02
6.380000000000000000e+02,1.045367862770210650e+02
6.390000000000000000e+02,1.045359000565292007e+02
6.400000000000000000e+02,1.045350085721542115e+02
6.410000000000000000e+02,1.045341118238961116e+02
6.420000000000000000e+02,1.045332098117549009e+02
6.430000000000000000e+02,1.045323025357305511e+02
6.440000000000000000e+02,1.045313899958231048e+02
6.450000000000000000e+02,1.045304721920325193e+02
6.460000000000000000e+02,1.045295491243588231e+02
6.470000000000000000e+02,1.045286207928020161e+02
6.480000000000000000e+02,1.045276871973620842e+02
6.490000000000000000e+02,1.045267483380390274e+02
6.500000000000000000e+02,1.045258042148328599e+02
6.510000000000000000e+02,1.045248548277435674e+02
6.520000000000000000e+02,1.045239001767711500e+02
6.530000000000000000e+02,1.045229402619156218e+02
6.540000000000000000e+02,1.045219750831769829e+02
6.550000000000000000e+02,1.045210046405552191e+02
6.560000000000000000e+02,1.045200289340503303e+02
6.570000000000000000e+02,1.045190479636623309e+02
6.580000000000000000e+02,1.045180617293912064e+02
6.590000000000000000e+02,1.045170702312369713e+02
6.600000000000000000e+02,1.045160734691996112e+02
6.610000000000000000e+02,1.045150714432791261e+02
6.620000000000000000e+02,1.045140641534755304e+02
6.630000000000000000e+02,1.045130515997888097e+02
6.640000000000000000e+02,1.045120337822189782e+02
6.650000000000000000e+02,1.045110107007660218e+02
6.660000000000000000e+02,1.045099823554299547e+02
6.670000000000000000e+02,1.045089487462107627e+02
6.680000000000000000e+02,1.045079098731084457e+02
6.690000000000000000e+02,1.045068657361230180e+02
6.700000000000000000e+02,1.045058163352544653e+02
6.710000000000000000e+02,1.045047616705028020e+02
6.720000000000000000e+02,1.045037017418680136e+02
6.730000000000000000e+02,1.045026365493501146e+02
6.740000000000000000e+02,1.045015660929490906e+02
6.750000000000000000e+02,1.045004903726649417e+02
6.760000000000000000e+02,1.044994093884976820e+02
6.770000000000000000e+02,1.044983231404473116e+02
6.780000000000000000e+02,1.044972316285138021e+02
6.790000000000000000e+02,1.044961348526971818e+02
6.800000000000000000e+02,1.044950328129974508e+02
6.810000000000000000e+02,1.044939255094145949e+02
6.820000000000000000e+02,1.044928129419486140e+02
6.830000000000000000e+02,1.044916951105995224e+02
6.840000000000000000e+02,1.044905720153673201e+02
6.850000000000000000e+02,1.044894436562519786e+02
6.860000000000000000e+02,1.044883100332535406e+02
6.870000000000000000e+02,1.044871711463719635e+02
6.880000000000000000e+02,1.044860269956072756e+02
6.890000000000000000e+02,1.044848775809594770e+02
6.900000000000000000e+02,1.044837229024285392e+02
6.910000000000000000e+02,1.044825629600145049e+02
6.920000000000000000e+02,1.044813977537173315e+02
6.930000000000000000e+02,1.044802272835370616e+02
6.940000000000000000e+02,1.044790515494736525e+02
6.950000000000000000e+02,1.044778705515271326e+02
6.960000000000000000e+02,1.044766842896975021e+02
6.970000000000000000e+02,1.044754927639847324e+02
6.980000000000000000e+02,1.044742959743888662e+02
6.990000000000000000e+02,1.044730939209098608e+02
7.000000000000000000e+02,1.044718866035477589e+02
7.010000000000000000e+02,1.044706740223025179e+02
7.020000000000000000e+02,1.044694561771741661e+02
7.030000000000000000e+02,1.044682330681627036e+02
7.040000000000000000e+02,1.044670046952681020e+02
7.050000000000000000e+02,1.044657710584904038e+02
7.060000000000000000e+02,1.044645321578295665e+02
7.070000000000000000e+02,1.044632879932856326e+02
7.080000000000000000e+02,1.044620385648585597e+02
7.090000000000000000e+02,1.044607838725483759e+02
7.100000000000000000e+02,1.044595239163550673e+02
7.110000000000000000e+02,1.044582586962786479e+02
7.120000000000000000e+02,1.044569882123191178e+02
7.130000000000000000e+02,1.044557124644764485e+02
7.140000000000000000e+02,1.044544314527506685e+02
7.150000000000000000e+02,1.044531451771417778e+02
7.160000000000000000e+02,1.044518536376497622e+02
7.170000000000000000e+02,1.044505568342746216e+02
7.180000000000000000e+02,1.044492547670163702e+02
7.190000000000000000e+02,1.044479474358749940e+02
7.200000000000000000e+02,1.044466348408505070e+02
7.210000000000000000e+02,1.044453169819428950e+02
7.220000000000000000e+02,1.044439938591521724e+02
7.230000000000000000e+02,1.044426654724783248e+02
7.240000000000000000e+02,1.044413318219213522e+02
7.250000000000000000e+02,1.044399929074812690e+02
7.260000000000000000e+02,1.044386487291580607e+02
7.270000000000000000e+02,1.044372992869517418e+02
7.280000000000000000e+02,1.044359445808622979e+02
7.290000000000000000e+02,1.044345846108897433e+02
7.300000000000000000e+02,1.044332193770340638e+02
7.310000000000000000e+02,1.044318488792952593e+02
7.320000000000000000e+02,1.044304731176733441e+02
7.330000000000000000e+02,1.044290920921683039e+02
7.340000000000000000e+02,1.044277058027801530e+02
7.350000000000000000e+02,1.044263142495088772e+02
7.360000000000000000e+02,1.044249174323544764e+02
7.370000000000000000e+02,1.044235153513169649e+02
7.380000000000000000e+02,1.044221080063963427e+02
7.390000000000000000e+02,1.044206953975925956e+02
7.400000000000000000e+02,1.044192775249057235e+02
7.410000000000000000e+02,1.044178543883357406e+02
7.420000000000000000e+02,1.044164259878826329e+02
7.430000000000000000e+02,1.044149923235464001e+02
7.440000000000000000e+02,1.044135533953270567e+02
7.450000000000000000e+02,1.044121092032246025e+02
7.460000000000000000e+02,1.044106597472390092e+02
7.470000000000000000e+02,1.044092050273703194e+02
7.480000000000000000e+02,1.044077450436184904e+02
7.490000000000000000e+02,1.044062797959835507e+02
7.500000000000000000e+02,1.044048092844655002e+02
7.510000000000000000e+02,1.044033335090643249e+02
7.520000000000000000e+02,1.044018524697800245e+02
7.530000000000000000e+02,1.044003661666126135e+02
7.540000000000000000e+02,1.043988745995620775e+02
7.550000000000000000e+02,1.043973777686284308e+02
7.560000000000000000e+02,1.043958756738116591e+02
7.570000000000000000e+02,1.043943683151117767e+02
7.580000000000000000e+02,1.043928556925287694e+02
7.590000000000000000e+02,1.043913378060626371e+02
7.600000000000000000e+02,1.043898146557133941e+02
7.610000000000000000e+02,1.043882862414810262e+02
7.620000000000000000e+02,1.043867525633655475e+02
7.630000000000000000e+02,1.043852136213669439e+02
7.640000000000000000e+02,1.043836694154852154e+02
7.650000000000000000e+02,1.043821199457203761e+02
7.660000000000000000e+02,1.043805652120724261e+02
7.670000000000000000e+02,1.043790052145413370e+02
7.680000000000000000e+02,1.043774399531271513e+02
7.690000000000000000e+02,1.043758694278298265e+02
7.700000000000000000e+02,1.043742936386493909e+02
7.710000000000000000e+02,1.043727125855858446e+02
7.720000000000000000e+02,1.043711262686391734e+02
7.730000000000000000e+02,1.043695346878093773e+02
7.740000000000000000e+02,1.043679378430964704e+02
7.750000000000000000e+02,1.043663357345004385e+02
7.760000000000000000e+02,1.043647283620212960e+02
7.770000000000000000e+02,1.043631157256590285e+02
7.780000000000000000e+02,1.043614978254136503e+02
7.790000000000000000e+02,1.043598746612851329e+02
7.800000000000000000e+02,1.043582462332735190e+02
7.810000000000000000e+02,1.043566125413787802e+02
7.820000000000000000e+02,1.043549735856009164e+02
7.830000000000000000e+02,1.043533293659399277e+02
7.840000000000000000e+02,1.043516798823958425e+02
7.850000000000000000e+02,1.043500251349686181e+02
7.860000000000000000e+02,1.043483651236582830e+02
7.870000000000000000e+02,1.043466998484648229e+02
7.880000000000000000e+02,1.043450293093882522e+02
7.890000000000000000e+02,1.043433535064285564e+02
7.900000000000000000e+02,1.043416724395857500e+02
7.910000000000000000e+02,1.043399861088598186e+02
7.920000000000000000e+02,1.043382945142507765e+02
7.930000000000000000e+02,1.043365976557586094e+02
7.940000000000000000e+02,1.043348955333833175e+02
7.950000000000000000e+02,1.043331881471249147e+02
7.960000000000000000e+02,1.043314754969833871e+02
7.970000000000000000e+02,1.043297575829587345e+02
7.980000000000000000e+02,1.043280344050509854e+02
7.990000000000000000e+02,1.043263059632600971e+02
8.000000000000000000e+02,1.043245722575860981e+02
8.010000000000000000e+02,1.043228332880289742e+02
8.020000000000000000e+02,1.043210890545887395e+02
8.030000000000000000e+02,1.043193395572653799e+02
8.040000000000000000e+02,1.043175847960589095e+02
8.050000000000000000e+02,1.043158247709693143e+02
8.060000000000000000e+02,1.043140594819965941e+02
8.070000000000000000e+02,1.043122889291407631e+02
8.080000000000000000e+02,1.043105131124018214e+02
8.090000000000000000e+02,1.043087320317797548e+02
8.100000000000000000e+02,1.043069456872745633e+02
8.110000000000000000e+02,1.043051540788862468e+02
8.120000000000000000e+02,1.043033572066148196e+02
8.130000000000000000e+02,1.043015550704602816e+02
8.140000000000000000e+02,1.042997476704226187e+02
8.150000000000000000e+02,1.042979350065018309e+02
8.160000000000000000e+02,1.042961170786979324e+02
8.170000000000000000e+02,1.042942938870109089e+02
8.180000000000000000e+02,1.042924654314407746e+02
8.190000000000000000e+02,1.042906317119875155e+02
8.200000000000000000e+02,1.042887927286511314e+02
8.210000000000000000e+02,1.042869484814316365e+02
8.220000000000000000e+02,1.042850989703290168e+02
8.230000000000000000e+02,1.042832441953432863e+02
8.240000000000000000e+02,1.042813841564744308e+02
8.250000000000000000e+02,1.042795188537224647e+02
8.260000000000000000e+02,1.042776482870873735e+02
8.270000000000000000e+02,1.042757724565691717e+02
8.280000000000000000e+02,1.042738913621678307e+02
8.290000000000000000e+02,1.042720050038833932e+02
8.300000000000000000e+02,1.042701133817158308e+02
8.310000000000000000e+02,1.042682164956651434e+02
8.320000000000000000e+02,1.042663143457313311e+02
8.330000000000000000e+02,1.042644069319144080e+02
8.340000000000000000e+02,1.042624942542143742e+02
8.350000000000000000e+02,1.042605763126312155e+02
8.360000000000000000e+02,1.042586531071649318e+02
8.370000000000000000e+02,1.042567246378155374e+02
8.380000000000000000e+02,1.042547909045830181e+02
8.390000000000000000e+02,1.042528519074673881e+02
8.400000000000000000e+02,1.042509076464686331e+02
8.410000000000000000e+02,1.042489581215867531e+02
8.420000000000000000e+02,1.042470033328217625e+02
8.430000000000000000e+02,1.042450432801736468e+02
8.440000000000000000e+02,1.042430779636424205e+02
8.450000000000000000e+02,1.042411073832280692e+02
8.460000000000000000e+02,1.042391315389306072e+02
8.470000000000000000e+02,1.042371504307500203e+02
8.480000000000000000e+02,1.042351640586863084e+02
8.490000000000000000e+02,1.042331724227394858e+02
8.500000000000000000e+02,1.042311755229095525e+02
8.510000000000000000e+02,1.042291733591964800e+02
8.520000000000000000e+02,1.042271659316002967e+02
8.530000000000000000e+02,1.042251532401210028e+02
8.540000000000000000e+02,1.042231352847585839e+02
8.550000000000000000e+02,1.042211120655130543e+02
8.560000000000000000e+02,1.042190835823843855e+02
8.570000000000000000e+02,1.042170498353726202e+02
8.580000000000000000e+02,1.042150108244777158e+02
8.590000000000000000e+02,1.042129665496997148e+02
8.600000000000000000e+02,1.042109170110385747e+02
8.610000000000000000e+02,1.042088622084943239e+02
8.620000000000000000e+02,1.042068021420669623e+02
8.630000000000000000e+02,1.042047368117564758e+02
8.640000000000000000e+02,1.042026662175628644e+02
8.650000000000000000e+02,1.042005903594861422e+02
8.660000000000000000e+02,1.041985092375262951e+02
8.670000000000000000e+02,1.041964228516833231e+02
8.680000000000000000e+02,1.041943312019572403e+02
8.690000000000000000e+02,1.041922342883480468e+02
8.700000000000000000e+02,1.041901321108557283e+02
8.710000000000000000e+02,1.041880246694802850e+02
8.720000000000000000e+02,1.041859119642217308e+02
8.730000000000000000e+02,1.041837939950800518e+02
8.740000000000000000e+02,1.041816707620552478e+02
8.750000000000000000e+02,1.041795422651473331e+02
8.760000000000000000e+02,1.041774085043563076e+02
8.770000000000000000e+02,1.041752694796821572e+02
8.780000000000000000e+02,1.041731251911248819e+02
8.790000000000000000e+02,1.041709756386844958e+02
8.800000000000000000e+02,1.041688208223609848e+02
8.810000000000000000e+02,1.041666607421543489e+02
8.820000000000000000e+02,1.041644953980646022e+02
8.830000000000000000e+02,1.041623247900917448e+02
8.840000000000000000e+02,1.041601489182357625e+02
8.850000000000000000e+02,1.041579677824966552e+02
8.860000000000000000e+02,1.041557813828744372e+02
8.870000000000000000e+02,1.041535897193690943e+02
8.880000000000000000e+02,1.041513927919806264e+02
8.890000000000000000e+02,1.041491906007090478e+02
8.900000000000000000e+02,1.041469831455543584e+02
8.910000000000000000e+02,1.041447704265165441e+02
8.920000000000000000e+02,1.041425524435956049e+02
8.930000000000000000e+02,1.041403291967915550e+02
8.940000000000000000e+02,1.041381006861043801e+02
8.950000000000000000e+02,1.041358669115340803e+02
8.960000000000000000e+02,1.041336278730806697e+02
8.970000000000000000e+02,1.041313835707441484e+02
8.980000000000000000e+02,1.041291340045245022e+02
8.990000000000000000e+02,1.041268791744217310e+02
9.000000000000000000e+02,1.041246190804358491e+02
9.010000000000000000e+02,1.041223537225668423e+02
9.020000000000000000e+02,1.041200831008147105e+02
9.030000000000000000e+02,1.041178072151794680e+02
9.040000000000000000e+02,1.041155260656611148e+02
9.050000000000000000e+02,1.041132396522596366e+02
9.060000000000000000e+02,1.041109479749750335e+02
9.070000000000000000e+02,1.041086510338073197e+02
9.080000000000000000e+02,1.041063488287564809e+02
9.090000000000000000e+02,1.041040413598225172e+02
9.100000000000000000e+02,1.041017286270054427e+02
9.110000000000000000e+02,1.040994106303052575e+02
9.120000000000000000e+02,1.040970873697219332e+02
9.130000000000000000e+02,1.040947588452555124e+02
9.140000000000000000e+02,1.040924250569059524e+02
9.150000000000000000e+02,1.040900860046732959e+02
9.160000000000000000e+02,1.040877416885575002e+02
9.170000000000000000e+02,1.040853921085585938e+02
9.180000000000000000e+02,1.040830372646765625e+02
9.190000000000000000e+02,1.040806771569114204e+02
9.200000000000000000e+02,1.040783117852631676e+02
9.210000000000000000e+02,1.040759411497317757e+02
9.220000000000000000e+02,1.040735652503172730e+02
9.230000000000000000e+02,1.040711840870196596e+02
9.240000000000000000e+02,1.040687976598389213e+02
9.250000000000000000e+02,1.040664059687750580e+02
9.260000000000000000e+02,1.040640090138280840e+02
9.270000000000000000e+02,1.040616067949979850e+02
9.280000000000000000e+02,1.040591993122847754e+02
9.290000000000000000e+02,1.040567865656884408e+02
9.300000000000000000e+02,1.040543685552089954e+02
9.310000000000000000e+02,1.040519452808464251e+02
9.320000000000000000e+02,1.040495167426007299e+02
9.330000000000000000e+02,1.040470829404719240e+02
9.340000000000000000e+02,1.040446438744599931e+02
9.350000000000000000e+02,1.040421995445649515e+02
9.360000000000000000e+02,1.040397499507867849e+02
9.370000000000000000e+02,1.040372950931254934e+02
9.380000000000000000e+02,1.040348349715810912e+02
9.390000000000000000e+02,1.040323695861535782e+02
9.400000000000000000e+02,1.040298989368429403e+02
9.410000000000000000e+02,1.040274230236491775e+02
9.420000000000000000e+02,1.040249418465723039e+02
9.430000000000000000e+02,1.040224554056123054e+02
9.440000000000000000e+02,1.040199637007691820e+02
9.450000000000000000e+02,1.040174667320429478e+02
9.460000000000000000e+02,1.040149644994336029e+02
9.470000000000000000e+02,1.040124570029411188e+02
9.480000000000000000e+02,1.040099442425655383e+02
9.490000000000000000e+02,1.040074262183068186e+02
9.500000000000000000e+02,1.040049029301649881e+02
9.510000000000000000e+02,1.040023743781400469e+02
9.520000000000000000e+02,1.039998405622319808e+02
9.530000000000000000e+02,1.039973014824407898e+02
9.540000000000000000e+02,1.039947571387664880e+02
9.550000000000000000e+02,1.039922075312090612e+02
9.560000000000000000e+02,1.039896526597685238e+02
9.570000000000000000e+02,1.039870925244448614e+02
9.580000000000000000e+02,1.039845271252380741e+02
9.590000000000000000e+02,1.039819564621481760e+02
9.600000000000000000e+02,1.039793805351751672e+02
9.610000000000000000e+02,1.039767993443190335e+02
9.620000000000000000e+02,1.039742128895797748e+02
9.630000000000000000e+02,1.039716211709573912e+02
9.640000000000000000e+02,1.039690241884519111e+02
9.650000000000000000e+02,1.039664219420632918e+02
9.660000000000000000e+02,1.039638144317915618e+02
9.670000000000000000e+02,1.039612016576367068e+02
9.680000000000000000e+02,1.039585836195987412e+02
9.690000000000000000e+02,1.039559603176776506e+02
9.700000000000000000e+02,1.039533317518734492e+02
9.710000000000000000e+02,1.039506979221861229e+02
9.720000000000000000e+02,1.039480588286156859e+02
9.730000000000000000e+02,1.039454144711621240e+02
9.740000000000000000e+02,1.039427648498254371e+02
9.750000000000000000e+02,1.039401099646056394e+02
9.760000000000000000e+02,1.039374498155027169e+02
9.770000000000000000e+02,1.039347844025166836e+02
9.780000000000000000e+02,1.039321137256475254e+02
9.790000000000000000e+02,1.039294377848952422e+02
9.800000000000000000e+02,1.039267565802598483e+02
9.810000000000000000e+02,1.039240701117413295e+02
9.820000000000000000e+02,1.039213783793396999e+02
9.830000000000000000e+02,1.039186813830549454e+02
9.840000000000000000e+02,1.039159791228870802e+02
9.850000000000000000e+02,1.039132715988360900e+02
9.860000000000000000e+02,1.039105588109019891e+02
9.870000000000000000e+02,1.039078407590847632e+02
9.880000000000000000e+02,1.039051174433844125e+02
9.890000000000000000e+02,1.039023888638009510e+02
9.900000000000000000e+02,1.038996550203343645e+02
9.910000000000000000e+02,1.038969159129846673e+02
9.920000000000000000e+02,1.038941715417518452e+02
9.930000000000000000e+02,1.038914219066358982e+02
9.940000000000000000e+02,1.038886670076368404e+02
9.950000000000000000e+02,1.038859068447546576e+02
9.960000000000000000e+02,1.038831414179893642e+02
9.970000000000000000e+02,1.038803707273409458e+02
9.980000000000000000e+02,1.038775947728094167e+02
9.990000000000000000e+02,1.038748135543947626e+02
1.000000000000000000e+03,1.038720270720969836e+02
1.001000000000000000e+03,1.038692353259160939e+02
1.002000000000000000e+03,1.038664383158520934e+02
1.003000000000000000e+03,1.038636360419049680e+02
1.004000000000000000e+03,1.038608285040747177e+02
1.005000000000000000e+03,1.038580157023613424e+02
1.006000000000000000e+03,1.038551976367648564e+02
1.007000000000000000e+03,1.038523743072852596e+02
1.008000000000000000e+03,1.038495457139225380e+02
1.009000000000000000e+03,1.038467118566766914e+02
1.010000000000000000e+03,1.038438727355477340e+02
1.011000000000000000e+03,1.038410283505356517e+02
1.012000000000000000e+03,1.038381787016404587e+02
1.013000000000000000e+03,1.038353237888621408e+02
1.014000000000000000e+03,1.038324636122006979e+02
1.015000000000000000e+03,1.038295981716561442e+02
1.016000000000000000e+03,1.038267274672284657e+02
1.017000000000000000e+03,1.038238514989176764e+02
1.018000000000000000e+03,1.038209702667237622e+02
1.019000000000000000e+03,1.038180837706467372e+02
1.020000000000000000e+03,1.038151920106865873e+02
1.021000000000000000e+03,1.038122949868433267e+02
1.022000000000000000e+03,1.038093926991169269e+02
1.023000000000000000e+03,1.038064851475074306e+02
1.024000000000000000e+03,1.038035723320148094e+02
1.025000000000000000e+03,1.038006542526390632e+02
1.026000000000000000e+03,1.037977309093801921e+02
1.027000000000000000e+03,1.037948023022382102e+02
1.028000000000000000e+03,1.037918684312131177e+02
1.029000000000000000e+03,1.037889292963049002e+02
1.030000000000000000e+03,1.037859848975135577e+02
1.031000000000000000e+03,1.037830352348391045e+02
1.032000000000000000e+03,1.037800803082815264e+02
1.033000000000000000e+03,1.037771201178408376e+02
1.034000000000000000e+03,1.037741546635170238e+02
1.035000000000000000e+03,1.037711839453100851e+02
1.036000000000000000e+03,1.037682079632200356e+02
1.037000000000000000e+03,1.037652267172468612e+02
1.038000000000000000e+03,1.037622402073905761e+02
1.039000000000000000e+03,1.037592484336511660e+02
