# X, fit_data
1.510000000000000000e+02,1.043428789533107874e+02
1.520000000000000000e+02,1.043445562438978129e+02
1.530000000000000000e+02,1.043462282706017135e+02
1.540000000000000000e+02,1.043478950334224891e+02
1.550000000000000000e+02,1.043495565323601539e+02
1.560000000000000000e+02,1.043512127674147081e+02
1.570000000000000000e+02,1.043528637385861231e+02
1.580000000000000000e+02,1.043545094458744416e+02
1.590000000000000000e+02,1.043561498892796209e+02
1.600000000000000000e+02,1.043577850688016895e+02
1.610000000000000000e+02,1.043594149844406473e+02
1.620000000000000000e+02,1.043610396361964803e+02
1.630000000000000000e+02,1.043626590240691883e+02
1.640000000000000000e+02,1.043642731480587855e+02
1.650000000000000000e+02,1.043658820081652578e+02
1.660000000000000000e+02,1.043674856043886194e+02
1.670000000000000000e+02,1.043690839367288561e+02
1.680000000000000000e+02,1.043706770051859820e+02
1.690000000000000000e+02,1.043722648097599830e+02
1.700000000000000000e+02,1.043738473504508590e+02
1.710000000000000000e+02,1.043754246272586244e+02
1.720000000000000000e+02,1.043769966401832647e+02
1.730000000000000000e+02,1.043785633892247944e+02
1.740000000000000000e+02,1.043801248743831991e+02
1.750000000000000000e+02,1.043816810956584931e+02
1.760000000000000000e+02,1.043832320530506479e+02
1.770000000000000000e+02,1.043847777465597062e+02
1.780000000000000000e+02,1.043863181761856396e+02
1.790000000000000000e+02,1.043878533419284480e+02
1.800000000000000000e+02,1.043893832437881457e+02
1.810000000000000000e+02,1.043909078817647185e+02
1.820000000000000000e+02,1.043924272558581663e+02
1.830000000000000000e+02,1.043939413660685034e+02
1.840000000000000000e+02,1.043954502123957297e+02
1.850000000000000000e+02,1.043969537948398170e+02
1.860000000000000000e+02,1.043984521134008077e+02
1.870000000000000000e+02,1.043999451680786592e+02
1.880000000000000000e+02,1.044014329588734000e+02
1.890000000000000000e+02,1.044029154857850301e+02
1.900000000000000000e+02,1.044043927488135353e+02
1.910000000000000000e+02,1.044058647479589155e+02
1.920000000000000000e+02,1.044073314832211850e+02
1.930000000000000000e+02,1.044087929546003295e+02
1.940000000000000000e+02,1.044102491620963633e+02
1.950000000000000000e+02,1.044117001057092722e+02
1.960000000000000000e+02,1.044131457854390703e+02
1.970000000000000000e+02,1.044145862012857293e+02
1.980000000000000000e+02,1.044160213532492918e+02
1.990000000000000000e+02,1.044174512413297293e+02
2.000000000000000000e+02,1.044188758655270419e+02
2.010000000000000000e+02,1.044202952258412438e+02
2.020000000000000000e+02,1.044217093222723207e+02
2.030000000000000000e+02,1.044231181548202727e+02
2.040000000000000000e+02,1.044245217234851140e+02
2.050000000000000000e+02,1.044259200282668303e+02
2.060000000000000000e+02,1.044273130691654359e+02
2.070000000000000000e+02,1.044287008461809165e+02
2.080000000000000000e+02,1.044300833593132865e+02
2.090000000000000000e+02,1.044314606085625314e+02
2.100000000000000000e+02,1.044328325939286657e+02
2.110000000000000000e+02,1.044341993154116750e+02
2.120000000000000000e+02,1.044355607730115594e+02
2.130000000000000000e+02,1.044369169667283330e+02
2.140000000000000000e+02,1.044382678965619817e+02
2.150000000000000000e+02,1.044396135625125197e+02
2.160000000000000000e+02,1.044409539645799327e+02
2.170000000000000000e+02,1.044422891027642208e+02
2.180000000000000000e+02,1.044436189770653982e+02
2.190000000000000000e+02,1.044449435874834506e+02
2.200000000000000000e+02,1.044462629340183923e+02
2.210000000000000000e+02,1.044475770166702091e+02
2.220000000000000000e+02,1.044488858354389151e+02
2.230000000000000000e+02,1.044501893903244962e+02
2.240000000000000000e+02,1.044514876813269666e+02
2.250000000000000000e+02,1.044527807084463120e+02
2.260000000000000000e+02,1.044540684716825325e+02
2.270000000000000000e+02,1.044553509710356423e+02
2.280000000000000000e+02,1.044566282065056271e+02
2.290000000000000000e+02,1.044579001780925012e+02
2.300000000000000000e+02,1.044591668857962503e+02
2.310000000000000000e+02,1.044604283296168745e+02
2.320000000000000000e+02,1.044616845095543880e+02
2.330000000000000000e+02,1.044629354256087765e+02
2.340000000000000000e+02,1.044641810777800544e+02
2.350000000000000000e+02,1.044654214660682072e+02
2.360000000000000000e+02,1.044666565904732494e+02
2.370000000000000000e+02,1.044678864509951666e+02
2.380000000000000000e+02,1.044691110476339730e+02
2.390000000000000000e+02,1.044703303803896404e+02
2.400000000000000000e+02,1.044715444492622112e+02
2.410000000000000000e+02,1.044727532542516570e+02
2.420000000000000000e+02,1.044739567953579780e+02
2.430000000000000000e+02,1.044751550725811740e+02
2.440000000000000000e+02,1.044763480859212592e+02
2.450000000000000000e+02,1.044775358353782337e+02
2.460000000000000000e+02,1.044787183209520833e+02
2.470000000000000000e+02,1.044798955426428080e+02
2.480000000000000000e+02,1.044810675004504219e+02
2.490000000000000000e+02,1.044822341943749109e+02
2.500000000000000000e+02,1.044833956244162891e+02
2.510000000000000000e+02,1.044845517905745425e+02
2.520000000000000000e+02,1.044857026928496708e+02
2.530000000000000000e+02,1.044868483312416885e+02
2.540000000000000000e+02,1.044879887057505812e+02
2.550000000000000000e+02,1.044891238163763632e+02
2.560000000000000000e+02,1.044902536631190202e+02
2.570000000000000000e+02,1.044913782459785665e+02
2.580000000000000000e+02,1.044924975649549879e+02
2.590000000000000000e+02,1.044936116200482985e+02
2.600000000000000000e+02,1.044947204112584700e+02
2.610000000000000000e+02,1.044958239385855450e+02
2.620000000000000000e+02,1.044969222020294950e+02
2.630000000000000000e+02,1.044980152015903201e+02
2.640000000000000000e+02,1.044991029372680202e+02
2.650000000000000000e+02,1.045001854090626097e+02
2.660000000000000000e+02,1.045012626169740884e+02
2.670000000000000000e+02,1.045023345610024421e+02
2.680000000000000000e+02,1.045034012411476709e+02
2.690000000000000000e+02,1.045044626574097890e+02
2.700000000000000000e+02,1.045055188097887822e+02
2.710000000000000000e+02,1.045065696982846646e+02
2.720000000000000000e+02,1.045076153228974221e+02
2.730000000000000000e+02,1.045086556836270546e+02
2.740000000000000000e+02,1.045096907804735764e+02
2.750000000000000000e+02,1.045107206134369733e+02
2.760000000000000000e+02,1.045117451825172594e+02
2.770000000000000000e+02,1.045127644877144206e+02
2.780000000000000000e+02,1.045137785290284711e+02
2.790000000000000000e+02,1.045147873064593966e+02
2.800000000000000000e+02,1.045157908200071972e+02
2.810000000000000000e+02,1.045167890696718871e+02
2.820000000000000000e+02,1.045177820554534520e+02
2.830000000000000000e+02,1.045187697773519062e+02
2.840000000000000000e+02,1.045197522353672355e+02
2.850000000000000000e+02,1.045207294294994540e+02
2.860000000000000000e+02,1.045217013597485476e+02
2.870000000000000000e+02,1.045226680261145162e+02
2.880000000000000000e+02,1.045236294285973742e+02
2.890000000000000000e+02,1.045245855671971213e+02
2.900000000000000000e+02,1.045255364419137294e+02
2.910000000000000000e+02,1.045264820527472267e+02
2.920000000000000000e+02,1.045274223996976133e+02
2.930000000000000000e+02,1.045283574827648749e+02
2.940000000000000000e+02,1.045292873019490116e+02
2.950000000000000000e+02,1.045302118572500376e+02
2.960000000000000000e+02,1.045311311486679529e+02
2.970000000000000000e+02,1.045320451762027290e+02
2.980000000000000000e+02,1.045329539398544085e+02
2.990000000000000000e+02,1.045338574396229490e+02
3.000000000000000000e+02,1.045347556755083787e+02
3.010000000000000000e+02,1.045356486475106976e+02
3.020000000000000000e+02,1.045365363556298774e+02
3.030000000000000000e+02,1.045374187998659608e+02
3.040000000000000000e+02,1.045382959802189049e+02
3.050000000000000000e+02,1.045391678966887525e+02
3.060000000000000000e+02,1.045400345492754610e+02
3.070000000000000000e+02,1.045408959379790588e+02
3.080000000000000000e+02,1.045417520627995458e+02
3.090000000000000000e+02,1.045426029237368937e+02
3.100000000000000000e+02,1.045434485207911450e+02
3.110000000000000000e+02,1.045442888539622572e+02
3.120000000000000000e+02,1.045451239232502729e+02
3.130000000000000000e+02,1.045459537286551495e+02
3.140000000000000000e+02,1.045467782701769153e+02
3.150000000000000000e+02,1.045475975478155704e+02
3.160000000000000000e+02,1.045484115615710863e+02
3.170000000000000000e+02,1.045492203114435057e+02
3.180000000000000000e+02,1.045500237974327860e+02
3.190000000000000000e+02,1.045508220195389697e+02
3.200000000000000000e+02,1.045516149777620143e+02
3.210000000000000000e+02,1.045524026721019482e+02
3.220000000000000000e+02,1.045531851025587713e+02
3.230000000000000000e+02,1.045539622691324553e+02
3.240000000000000000e+02,1.045547341718230427e+02
3.250000000000000000e+02,1.045555008106304911e+02
3.260000000000000000e+02,1.045562621855548429e+02
3.270000000000000000e+02,1.045570182965960555e+02
3.280000000000000000e+02,1.045577691437541574e+02
3.290000000000000000e+02,1.045585147270291486e+02
3.300000000000000000e+02,1.045592550464210007e+02
3.310000000000000000e+02,1.045599901019297562e+02
3.320000000000000000e+02,1.045607198935553726e+02
3.330000000000000000e+02,1.045614444212978782e+02
3.340000000000000000e+02,1.045621636851572731e+02
3.350000000000000000e+02,1.045628776851335431e+02
3.360000000000000000e+02,1.045635864212266881e+02
3.370000000000000000e+02,1.045642898934367224e+02
3.380000000000000000e+02,1.045649881017636460e+02
3.390000000000000000e+02,1.045656810462074304e+02
3.400000000000000000e+02,1.045663687267681041e+02
3.410000000000000000e+02,1.045670511434456671e+02
3.420000000000000000e+02,1.045677282962401051e+02
3.430000000000000000e+02,1.045684001851514182e+02
3.440000000000000000e+02,1.045690668101796206e+02
3.450000000000000000e+02,1.045697281713246980e+02
3.460000000000000000e+02,1.045703842685866647e+02
3.470000000000000000e+02,1.045710351019655064e+02
3.480000000000000000e+02,1.045716806714612375e+02
3.490000000000000000e+02,1.045723209770738436e+02
3.500000000000000000e+02,1.045729560188033247e+02
3.510000000000000000e+02,1.045735857966496951e+02
3.520000000000000000e+02,1.045742103106129406e+02
3.530000000000000000e+02,1.045748295606930753e+02
3.540000000000000000e+02,1.045754435468900851e+02
3.550000000000000000e+02,1.045760522692039842e+02
3.560000000000000000e+02,1.045766557276347584e+02
3.570000000000000000e+02,1.045772539221824076e+02
3.580000000000000000e+02,1.045778468528469460e+02
3.590000000000000000e+02,1.045784345196283596e+02
3.600000000000000000e+02,1.045790169225266624e+02
3.610000000000000000e+02,1.045795940615418402e+02
3.620000000000000000e+02,1.045801659366738932e+02
3.630000000000000000e+02,1.045807325479228354e+02
3.640000000000000000e+02,1.045812938952886668e+02
3.650000000000000000e+02,1.045818499787713591e+02
3.660000000000000000e+02,1.045824007983709549e+02
3.670000000000000000e+02,1.045829463540874116e+02
3.680000000000000000e+02,1.045834866459207717e+02
3.690000000000000000e+02,1.045840216738709927e+02
3.700000000000000000e+02,1.045845514379381029e+02
3.710000000000000000e+02,1.045850759381220882e+02
3.720000000000000000e+02,1.045855951744229628e+02
3.730000000000000000e+02,1.045861091468407125e+02
3.740000000000000000e+02,1.045866178553753514e+02
3.750000000000000000e+02,1.045871213000268654e+02
3.760000000000000000e+02,1.045876194807952686e+02
3.770000000000000000e+02,1.045881123976805469e+02
3.780000000000000000e+02,1.045886000506827003e+02
3.790000000000000000e+02,1.045890824398017429e+02
3.800000000000000000e+02,1.045895595650376606e+02
3.810000000000000000e+02,1.045900314263904676e+02
3.820000000000000000e+02,1.045904980238601496e+02
3.830000000000000000e+02,1.045909593574467067e+02
3.840000000000000000e+02,1.045914154271501531e+02
3.850000000000000000e+02,1.045918662329704887e+02
3.860000000000000000e+02,1.045923117749076852e+02
3.870000000000000000e+02,1.045927520529617851e+02
3.880000000000000000e+02,1.045931870671327459e+02
3.890000000000000000e+02,1.045936168174205960e+02
3.900000000000000000e+02,1.045940413038253354e+02
3.910000000000000000e+02,1.045944605263469498e+02
3.920000000000000000e+02,1.045948744849854393e+02
3.930000000000000000e+02,1.045952831797408180e+02
3.940000000000000000e+02,1.045956866106130718e+02
3.950000000000000000e+02,1.045960847776022149e+02
3.960000000000000000e+02,1.045964776807082330e+02
3.970000000000000000e+02,1.045968653199311404e+02
3.980000000000000000e+02,1.045972476952709087e+02
3.990000000000000000e+02,1.045976248067275804e+02
4.000000000000000000e+02,1.045979966543011273e+02
4.010000000000000000e+02,1.045983632379915491e+02
4.020000000000000000e+02,1.045987245577988602e+02
4.030000000000000000e+02,1.045990806137230464e+02
4.040000000000000000e+02,1.045994314057641077e+02
4.050000000000000000e+02,1.045997769339220582e+02
4.060000000000000000e+02,1.046001171981968838e+02
4.070000000000000000e+02,1.046004521985885987e+02
4.080000000000000000e+02,1.046007819350971886e+02
4.090000000000000000e+02,1.046011064077226678e+02
4.100000000000000000e+02,1.046014256164650220e+02
4.110000000000000000e+02,1.046017395613242655e+02
4.120000000000000000e+02,1.046020482423003841e+02
4.130000000000000000e+02,1.046023516593933778e+02
4.140000000000000000e+02,1.046026498126032607e+02
4.150000000000000000e+02,1.046029427019300186e+02
4.160000000000000000e+02,1.046032303273736659e+02
4.170000000000000000e+02,1.046035126889341882e+02
4.180000000000000000e+02,1.046037897866115856e+02
4.190000000000000000e+02,1.046040616204058722e+02
4.200000000000000000e+02,1.046043281903170339e+02
4.210000000000000000e+02,1.046045894963450849e+02
4.220000000000000000e+02,1.046048455384900109e+02
4.230000000000000000e+02,1.046050963167518262e+02
4.240000000000000000e+02,1.046053418311305165e+02
4.250000000000000000e+02,1.046055820816260962e+02
4.260000000000000000e+02,1.046058170682385366e+02
4.270000000000000000e+02,1.046060467909678806e+02
4.280000000000000000e+02,1.046062712498140996e+02
4.290000000000000000e+02,1.046064904447771937e+02
4.300000000000000000e+02,1.046067043758571629e+02
4.310000000000000000e+02,1.046069130430540213e+02
4.320000000000000000e+02,1.046071164463677690e+02
4.330000000000000000e+02,1.046073145857983917e+02
4.340000000000000000e+02,1.046075074613458895e+02
4.350000000000000000e+02,1.046076950730102766e+02
4.360000000000000000e+02,1.046078774207915387e+02
4.370000000000000000e+02,1.046080545046896901e+02
4.380000000000000000e+02,1.046082263247047166e+02
4.390000000000000000e+02,1.046083928808366181e+02
4.400000000000000000e+02,1.046085541730854089e+02
4.410000000000000000e+02,1.046087102014510890e+02
4.420000000000000000e+02,1.046088609659336299e+02
4.430000000000000000e+02,1.046090064665330601e+02
4.440000000000000000e+02,1.046091467032493796e+02
4.450000000000000000e+02,1.046092816760825741e+02
4.460000000000000000e+02,1.046094113850326579e+02
4.470000000000000000e+02,1.046095358300996025e+02
4.480000000000000000e+02,1.046096550112834507e+02
4.490000000000000000e+02,1.046097689285841739e+02
4.500000000000000000e+02,1.046098775820017721e+02
4.510000000000000000e+02,1.046099809715362454e+02
4.520000000000000000e+02,1.046100790971876080e+02
4.530000000000000000e+02,1.046101719589558598e+02
4.540000000000000000e+02,1.046102595568409868e+02
4.550000000000000000e+02,1.046103418908429887e+02
4.560000000000000000e+02,1.046104189609618800e+02
4.570000000000000000e+02,1.046104907671976463e+02
4.580000000000000000e+02,1.046105573095503019e+02
4.590000000000000000e+02,1.046106185880198325e+02
4.600000000000000000e+02,1.046106746026062382e+02
4.610000000000000000e+02,1.046107253533095331e+02
4.620000000000000000e+02,1.046107708401297032e+02
4.630000000000000000e+02,1.046108110630667625e+02
4.640000000000000000e+02,1.046108460221206968e+02
4.650000000000000000e+02,1.046108757172915205e+02
4.660000000000000000e+02,1.046109001485792191e+02
4.670000000000000000e+02,1.046109193159837929e+02
4.680000000000000000e+02,1.046109332195052559e+02
4.690000000000000000e+02,1.046109418591436082e+02
4.700000000000000000e+02,1.046109452348988214e+02
4.710000000000000000e+02,1.046109433467709238e+02
4.720000000000000000e+02,1.046109361947599155e+02
4.730000000000000000e+02,1.046109237788657822e+02
4.740000000000000000e+02,1.046109060990885240e+02
4.750000000000000000e+02,1.046108831554281551e+02
4.760000000000000000e+02,1.046108549478846754e+02
4.770000000000000000e+02,1.046108214764580566e+02
4.780000000000000000e+02,1.046107827411483413e+02
4.790000000000000000e+02,1.046107387419554868e+02
4.800000000000000000e+02,1.046106894788795216e+02
4.810000000000000000e+02,1.046106349519204457e+02
4.820000000000000000e+02,1.046105751610782448e+02
4.830000000000000000e+02,1.046105101063529190e+02
4.840000000000000000e+02,1.046104397877444825e+02
4.850000000000000000e+02,1.046103642052529210e+02
4.860000000000000000e+02,1.046102833588782346e+02
4.870000000000000000e+02,1.046101972486204374e+02
4.880000000000000000e+02,1.046101058744795296e+02
4.890000000000000000e+02,1.046100092364554968e+02
4.900000000000000000e+02,1.046099073345483390e+02
4.910000000000000000e+02,1.046098001687580705e+02
4.920000000000000000e+02,1.046096877390846771e+02
4.930000000000000000e+02,1.046095700455281587e+02
4.940000000000000000e+02,1.046094470880885297e+02
4.950000000000000000e+02,1.046093188667657898e+02
4.960000000000000000e+02,1.046091853815599251e+02
4.970000000000000000e+02,1.046090466324709354e+02
4.980000000000000000e+02,1.046089026194988350e+02
4.990000000000000000e+02,1.046087533426436096e+02
5.000000000000000000e+02,1.046085988019052593e+02
5.010000000000000000e+02,1.046084389972837982e+02
5.020000000000000000e+02,1.046082739287792265e+02
5.030000000000000000e+02,1.046081035963915298e+02
5.040000000000000000e+02,1.046079280001207081e+02
5.050000000000000000e+02,1.046077471399667758e+02
5.060000000000000000e+02,1.046075610159297185e+02
5.070000000000000000e+02,1.046073696280095362e+02
5.080000000000000000e+02,1.046071729762062432e+02
5.090000000000000000e+02,1.046069710605198395e+02
5.100000000000000000e+02,1.046067638809503109e+02
5.110000000000000000e+02,1.046065514374976573e+02
5.120000000000000000e+02,1.046063337301618930e+02
5.130000000000000000e+02,1.046061107589430037e+02
5.140000000000000000e+02,1.046058825238409895e+02
5.150000000000000000e+02,1.046056490248558646e+02
5.160000000000000000e+02,1.046054102619876289e+02
5.170000000000000000e+02,1.046051662352362683e+02
5.180000000000000000e+02,1.046049169446017828e+02
5.190000000000000000e+02,1.046046623900841865e+02
5.200000000000000000e+02,1.046044025716834653e+02
5.210000000000000000e+02,1.046041374893996192e+02
5.220000000000000000e+02,1.046038671432326623e+02
5.230000000000000000e+02,1.046035915331825947e+02
5.240000000000000000e+02,1.046033106592494022e+02
5.250000000000000000e+02,1.046030245214330847e+02
5.260000000000000000e+02,1.046027331197336423e+02
5.270000000000000000e+02,1.046024364541511034e+02
5.280000000000000000e+02,1.046021345246854253e+02
5.290000000000000000e+02,1.046018273313366365e+02
5.300000000000000000e+02,1.046015148741047369e+02
5.310000000000000000e+02,1.046011971529896982e+02
5.320000000000000000e+02,1.046008741679915630e+02
5.330000000000000000e+02,1.046005459191102887e+02
5.340000000000000000e+02,1.046002124063459036e+02
5.350000000000000000e+02,1.045998736296984077e+02
5.360000000000000000e+02,1.045995295891677870e+02
5.370000000000000000e+02,1.045991802847540413e+02
5.380000000000000000e+02,1.045988257164571849e+02
5.390000000000000000e+02,1.045984658842772177e+02
5.400000000000000000e+02,1.045981007882141114e+02
5.410000000000000000e+02,1.045977304282678944e+02
5.420000000000000000e+02,1.045973548044385666e+02
5.430000000000000000e+02,1.045969739167261139e+02
5.440000000000000000e+02,1.045965877651305362e+02
5.450000000000000000e+02,1.045961963496518479e+02
5.460000000000000000e+02,1.045957996702900346e+02
5.470000000000000000e+02,1.045953977270451105e+02
5.480000000000000000e+02,1.045949905199170615e+02
5.490000000000000000e+02,1.045945780489059018e+02
5.500000000000000000e+02,1.045941603140116172e+02
5.510000000000000000e+02,1.045937373152342076e+02
5.520000000000000000e+02,1.045933090525736873e+02
5.530000000000000000e+02,1.045928755260300420e+02
5.540000000000000000e+02,1.045924367356032860e+02
5.550000000000000000e+02,1.045919926812934051e+02
5.560000000000000000e+02,1.045915433631003992e+02
5.570000000000000000e+02,1.045910887810242826e+02
5.580000000000000000e+02,1.045906289350650553e+02
5.590000000000000000e+02,1.045901638252227031e+02
5.600000000000000000e+02,1.045896934514972259e+02
5.610000000000000000e+02,1.045892178138886237e+02
5.620000000000000000e+02,1.045887369123969250e+02
5.630000000000000000e+02,1.045882507470220872e+02
5.640000000000000000e+02,1.045877593177641387e+02
5.650000000000000000e+02,1.045872626246230652e+02
5.660000000000000000e+02,1.045867606675988810e+02
5.670000000000000000e+02,1.045862534466915719e+02
5.680000000000000000e+02,1.045857409619011520e+02
5.690000000000000000e+02,1.045852232132276072e+02
5.700000000000000000e+02,1.045847002006709516e+02
5.710000000000000000e+02,1.045841719242311711e+02
5.720000000000000000e+02,1.045836383839082657e+02
5.730000000000000000e+02,1.045830995797022496e+02
5.740000000000000000e+02,1.045825555116131085e+02
5.750000000000000000e+02,1.045820061796408567e+02
5.760000000000000000e+02,1.045814515837854799e+02
5.770000000000000000e+02,1.045808917240469782e+02
5.780000000000000000e+02,1.045803266004253658e+02
5.790000000000000000e+02,1.045797562129206426e+02
5.800000000000000000e+02,1.045791805615327945e+02
5.810000000000000000e+02,1.045785996462618215e+02
